Priority,WorkOrder,capable_resource_groups,idle_minutes,ETA,DueDate,Delay,DelayWithoutIdleTime,TimeDifference
306,WO111290-10,38,0,2024-03-21 08:15:00.000,2024-02-20 00:00:00.000,30 days 08:15:00,30 days 08:15:00,0 days 00:00:00
306,WO111291-10,38,5358,2023-12-12 07:23:00.000,2024-02-20 00:00:00.000,-70 days +07:23:00,-74 days +14:05:00,3 days 17:18:00
306,WO111294-10,58,37352,2024-03-14 12:45:00.000,2024-02-20 00:00:00.000,23 days 12:45:00,-3 days +14:13:00,25 days 22:32:00
306,WO111294-20,53,1519,2024-03-21 07:45:00.000,2024-02-20 00:00:00.000,30 days 07:45:00,29 days 06:26:00,1 days 01:19:00
306,WO111300-10,58,35984,2024-03-12 09:30:00.000,2024-02-20 00:00:00.000,21 days 09:30:00,-4 days +09:46:00,24 days 23:44:00
306,WO111300-20,53,1714,2024-03-19 09:45:00.000,2024-02-20 00:00:00.000,28 days 09:45:00,27 days 05:11:00,1 days 04:34:00
306,WO111302-10,74|106|108,480,2024-03-07 01:37:30.000,2024-02-20 00:00:00.000,16 days 01:37:30,15 days 17:37:30,0 days 08:00:00
306,WO111303-10,74|106|108,31,2024-03-04 18:07:30.000,2024-02-20 00:00:00.000,13 days 18:07:30,13 days 17:36:30,0 days 00:31:00
306,WO111303-20,9,0,2024-03-05 09:00:00.000,2024-02-20 00:00:00.000,14 days 09:00:00,14 days 09:00:00,0 days 00:00:00
306,WO111312-10,84,17804,2023-12-15 09:20:00.000,2024-02-20 00:00:00.000,-67 days +09:20:00,-79 days +00:36:00,12 days 08:44:00
306,WO111320-20,8,4739,2023-12-11 14:50:00.000,,,,
306,WO111330-20,8,2532,2023-12-04 10:03:54.600,,,,
306,WO111331-10,84,17744,2023-12-15 07:40:00.000,,,,
306,WO111331-20,8,36,2023-12-15 08:56:00.000,,,,
306,WO111346-10,84,17774,2023-12-15 08:00:00.000,2024-02-20 00:00:00.000,-67 days +08:00:00,-80 days +23:46:00,12 days 08:14:00
306,WO111346-20,3,10724,2024-01-16 11:52:00.000,2024-02-20 00:00:00.000,-35 days +11:52:00,-42 days +01:08:00,7 days 10:44:00
306,WO111351-10,84,17744,2023-12-15 07:30:00.000,2024-02-20 00:00:00.000,-67 days +07:30:00,-80 days +23:46:00,12 days 07:44:00
306,WO111351-20,8,0,2023-12-15 08:16:00.000,2024-02-20 00:00:00.000,-67 days +08:16:00,-67 days +08:16:00,0 days 00:00:00
306,WO111352-10,84,17784,2023-12-15 08:10:00.000,2024-02-20 00:00:00.000,-67 days +08:10:00,-80 days +23:46:00,12 days 08:24:00
306,WO111352-20,8,46,2023-12-15 09:26:00.000,2024-02-20 00:00:00.000,-67 days +09:26:00,-67 days +08:40:00,0 days 00:46:00
306,WO111359-10,95,2627,2024-03-06 11:45:00.000,2024-02-20 00:00:00.000,15 days 11:45:00,13 days 15:58:00,1 days 19:47:00
306,WO111360-10,38,5277,2023-12-11 14:17:00.000,2024-02-20 00:00:00.000,-71 days +14:17:00,-75 days +22:20:00,3 days 15:57:00
306,WO111361-10,38,0,2024-01-17 11:15:00.000,2024-02-20 00:00:00.000,-34 days +11:15:00,-34 days +11:15:00,0 days 00:00:00
306,WO111362-10,38,0,2024-02-22 11:49:00.000,2024-02-20 00:00:00.000,2 days 11:49:00,2 days 11:49:00,0 days 00:00:00
236,WO111363-10,104,2420,2023-12-11 09:15:00.000,2023-12-20 00:00:00.000,-9 days +09:15:00,-11 days +16:55:00,1 days 16:20:00
306,WO111374-10,18,0,2024-02-20 16:29:00.000,2024-02-20 00:00:00.000,0 days 16:29:00,0 days 16:29:00,0 days 00:00:00
306,WO111375-20,8,2064,2023-12-01 07:14:40.200,,,,
306,WO111376-10,18,3230,2023-12-14 07:17:00.000,2024-02-20 00:00:00.000,-68 days +07:17:00,-70 days +01:27:00,2 days 05:50:00
306,WO111376-20,31,19686,2024-02-15 11:05:00.000,2024-02-20 00:00:00.000,-5 days +11:05:00,-19 days +18:59:00,13 days 16:06:00
306,WO111376-30,24,251,2024-02-20 12:29:00.000,2024-02-20 00:00:00.000,0 days 12:29:00,0 days 08:18:00,0 days 04:11:00
306,WO111377-20,8,1783,2023-11-30 11:24:30.000,,,,
306,WO111379-10,2|1,265,2024-02-22 11:19:00.000,2024-02-20 00:00:00.000,2 days 11:19:00,2 days 06:54:00,0 days 04:25:00
306,WO111382-20,58,30240,2024-02-21 12:51:00.000,2024-02-20 00:00:00.000,1 days 12:51:00,-20 days +12:51:00,21 days 00:00:00
306,WO111383-10,2|1,124,2024-01-17 10:45:00.000,2024-02-20 00:00:00.000,-34 days +10:45:00,-34 days +08:41:00,0 days 02:04:00
306,WO111385-20,31,17815,2024-01-16 14:27:40.800,2024-02-20 00:00:00.000,-35 days +14:27:40.800000,-47 days +05:32:40.800000,12 days 08:55:00
306,WO111385-30,58,0,2024-01-16 15:12:40.800,2024-02-20 00:00:00.000,-35 days +15:12:40.800000,-35 days +15:12:40.800000,0 days 00:00:00
306,WO111393-10,81,410,2024-03-25 08:12:40.200,2024-02-20 00:00:00.000,34 days 08:12:40.200000,34 days 01:22:40.200000,0 days 06:50:00
306,WO111398-10,81,520,2023-11-27 15:55:00.000,2024-02-20 00:00:00.000,-85 days +15:55:00,-85 days +07:15:00,0 days 08:40:00
306,WO111398-20,25,65,2023-11-29 17:03:00.000,2024-02-20 00:00:00.000,-83 days +17:03:00,-83 days +15:58:00,0 days 01:05:00
306,WO111398-30,42,10644,2024-01-01 09:02:00.000,2024-02-20 00:00:00.000,-50 days +09:02:00,-58 days +23:38:00,7 days 09:24:00
306,WO111398-40,39,0,2024-01-01 09:32:00.000,2024-02-20 00:00:00.000,-50 days +09:32:00,-50 days +09:32:00,0 days 00:00:00
306,WO111398-50,48,1740,2024-01-06 06:00:00.000,2024-02-20 00:00:00.000,-45 days +06:00:00,-46 days +01:00:00,1 days 05:00:00
306,WO111399-30,92,660,2023-11-28 13:53:00.000,2024-02-20 00:00:00.000,-84 days +13:53:00,-84 days +02:53:00,0 days 11:00:00
249,WO111560-10,42,8229,2023-12-19 14:23:00.000,2024-01-03 00:00:00.000,-15 days +14:23:00,-21 days +21:14:00,5 days 17:09:00
249,WO111560-20,39,0,2023-12-19 14:53:00.000,2024-01-03 00:00:00.000,-15 days +14:53:00,-15 days +14:53:00,0 days 00:00:00
249,WO111560-30,31,8785,2024-01-15 11:54:00.000,2024-01-03 00:00:00.000,12 days 11:54:00,6 days 09:29:00,6 days 02:25:00
244,WO111561-10,42,7929,2023-12-19 09:23:00.000,2024-01-03 00:00:00.000,-15 days +09:23:00,-21 days +21:14:00,5 days 12:09:00
244,WO111561-20,39,0,2023-12-19 09:53:00.000,2024-01-03 00:00:00.000,-15 days +09:53:00,-15 days +09:53:00,0 days 00:00:00
244,WO111561-30,31,993,2023-12-21 12:04:00.000,2024-01-03 00:00:00.000,-13 days +12:04:00,-14 days +19:31:00,0 days 16:33:00
248,WO111562-10,42,8169,2023-12-19 13:23:00.000,2024-01-03 00:00:00.000,-15 days +13:23:00,-21 days +21:14:00,5 days 16:09:00
248,WO111562-20,39,0,2023-12-19 13:53:00.000,2024-01-03 00:00:00.000,-15 days +13:53:00,-15 days +13:53:00,0 days 00:00:00
248,WO111562-30,31,6479,2024-01-08 12:48:00.000,2024-01-03 00:00:00.000,5 days 12:48:00,1 days 00:49:00,4 days 11:59:00
247,WO111563-10,42,8109,2023-12-19 12:23:00.000,2024-01-03 00:00:00.000,-15 days +12:23:00,-21 days +21:14:00,5 days 15:09:00
247,WO111563-20,39,0,2023-12-19 12:53:00.000,2024-01-03 00:00:00.000,-15 days +12:53:00,-15 days +12:53:00,0 days 00:00:00
247,WO111563-30,31,5173,2024-01-04 08:28:00.000,2024-01-03 00:00:00.000,1 days 08:28:00,-3 days +18:15:00,3 days 14:13:00
245,WO111564-10,42,7989,2023-12-19 10:23:00.000,2024-01-03 00:00:00.000,-15 days +10:23:00,-21 days +21:14:00,5 days 13:09:00
245,WO111564-20,39,0,2023-12-19 10:53:00.000,2024-01-03 00:00:00.000,-15 days +10:53:00,-15 days +10:53:00,0 days 00:00:00
245,WO111564-30,31,1123,2023-12-21 15:14:00.000,2024-01-03 00:00:00.000,-13 days +15:14:00,-14 days +20:31:00,0 days 18:43:00
246,WO111565-10,42,8049,2023-12-19 11:23:00.000,2024-01-03 00:00:00.000,-15 days +11:23:00,-21 days +21:14:00,5 days 14:09:00
246,WO111565-20,39,0,2023-12-19 11:53:00.000,2024-01-03 00:00:00.000,-15 days +11:53:00,-15 days +11:53:00,0 days 00:00:00
246,WO111565-30,31,5043,2024-01-03 09:40:00.000,2024-01-03 00:00:00.000,0 days 09:40:00,-4 days +21:37:00,3 days 12:03:00
250,WO111566-10,42,8312,2023-12-20 07:00:00.000,2024-01-03 00:00:00.000,-14 days +07:00:00,-20 days +12:28:00,5 days 18:32:00
250,WO111566-20,39,0,2023-12-20 07:30:00.000,2024-01-03 00:00:00.000,-14 days +07:30:00,-14 days +07:30:00,0 days 00:00:00
250,WO111566-30,31,8892,2024-01-15 15:04:00.000,2024-01-03 00:00:00.000,12 days 15:04:00,6 days 10:52:00,6 days 04:12:00
90,WO111694-30,69,60,2023-11-27 09:48:00.000,,,,
129,WO111751-10,95,11,2024-01-05 07:45:00.000,2023-11-15 00:00:00.000,51 days 07:45:00,51 days 07:34:00,0 days 00:11:00
129,WO111768-10,38,0,2023-12-22 11:35:00.000,2023-11-15 00:00:00.000,37 days 11:35:00,37 days 11:35:00,0 days 00:00:00
129,WO111769-10,38,200,2023-12-01 08:54:00.000,2023-11-15 00:00:00.000,16 days 08:54:00,16 days 05:34:00,0 days 03:20:00
129,WO111773-10,58,1014,2023-11-28 15:08:00.000,,,,
129,WO111773-20,53,7794,2023-12-22 11:05:00.000,,,,
129,WO111778-20,24,30,2023-11-27 07:30:00.000,,,,
129,WO111778-30,69,0,2023-11-27 09:00:00.000,,,,
129,WO111781-10,58,1455,2023-11-29 13:43:00.000,,,,
129,WO111781-20,53,133,2023-11-30 13:50:00.000,,,,
129,WO111782-10,38,2173,2023-12-01 09:08:00.000,2023-11-15 00:00:00.000,16 days 09:08:00,14 days 20:55:00,1 days 12:13:00
129,WO111783-10,38,2248,2023-12-01 09:24:00.000,,,,
129,WO111804-20,31,30,2023-11-27 07:29:46.200,,,,
129,WO111812-30,73|93,0,2023-12-01 14:09:00.000,,,,
237,WO111842-10,64,24,2023-11-27 06:59:59.400,,,,
237,WO111842-40,65,0,2023-11-27 07:00:00.000,,,,
237,WO111842-50,37,0,2023-11-28 14:05:00.000,,,,
68,WO111883-20,57,0,2023-11-27 07:57:00.000,,,,
1,WO111980-10,38,0,2023-11-27 07:30:00.000,2023-11-27 00:00:00.000,0 days 07:30:00,0 days 07:30:00,0 days 00:00:00
1,WO111981-10,38,0,2023-11-27 07:00:00.000,2023-11-27 00:00:00.000,0 days 07:00:00,0 days 07:00:00,0 days 00:00:00
306,WO112013-10,64,8023,2024-03-05 13:20:10.200,2024-02-20 00:00:00.000,14 days 13:20:10.200000,8 days 23:37:10.200000,5 days 13:43:00
306,WO112013-20,4,4065,2024-03-14 17:47:30.000,2024-02-20 00:00:00.000,23 days 17:47:30,20 days 22:02:30,2 days 19:45:00
306,WO112013-30,37,314,2024-03-21 10:26:40.200,2024-02-20 00:00:00.000,30 days 10:26:40.200000,30 days 05:12:40.200000,0 days 05:14:00
306,WO112014-20,107,227,2023-11-27 15:33:59.400,2024-02-20 00:00:00.000,-85 days +15:33:59.400000,-85 days +11:46:59.400000,0 days 03:47:00
306,WO112015-20,107,41,2023-11-27 09:47:39.600,,,,
306,WO112016-20,60,18918,2024-01-19 11:05:00.000,2024-02-20 00:00:00.000,-32 days +11:05:00,-45 days +07:47:00,13 days 03:18:00
306,WO112016-40,3,10,2024-02-16 09:24:00.000,2024-02-20 00:00:00.000,-4 days +09:24:00,-4 days +09:14:00,0 days 00:10:00
275,WO112068-10,105|97,391,2024-03-15 10:45:00.000,2024-01-23 00:00:00.000,52 days 10:45:00,52 days 04:14:00,0 days 06:31:00
276,WO112069-10,105|97,391,2024-03-22 10:45:00.000,2024-01-23 00:00:00.000,59 days 10:45:00,59 days 04:14:00,0 days 06:31:00
275,WO112075-10,38,4053,2023-12-07 08:45:00.000,2024-01-23 00:00:00.000,-47 days +08:45:00,-50 days +13:12:00,2 days 19:33:00
275,WO112076-10,38,38,2023-12-11 11:34:00.000,2024-01-23 00:00:00.000,-43 days +11:34:00,-43 days +10:56:00,0 days 00:38:00
275,WO112078-10,16|17,3876,2023-12-08 06:31:00.000,2024-01-23 00:00:00.000,-46 days +06:31:00,-49 days +13:55:00,2 days 16:36:00
275,WO112082-10,67,858,2023-11-28 15:02:00.000,2024-01-23 00:00:00.000,-56 days +15:02:00,-56 days +00:44:00,0 days 14:18:00
275,WO112083-10,2|1,128,2024-02-07 14:49:00.000,2024-01-23 00:00:00.000,15 days 14:49:00,15 days 12:41:00,0 days 02:08:00
275,WO112083-20,67,27,2024-02-08 08:22:00.000,2024-01-23 00:00:00.000,16 days 08:22:00,16 days 07:55:00,0 days 00:27:00
275,WO112091-10,69,24365,2024-02-05 15:08:00.000,,,,
275,WO112101-10,38,4058,2023-12-07 09:30:00.000,2024-01-23 00:00:00.000,-47 days +09:30:00,-50 days +13:52:00,2 days 19:38:00
276,WO112102-10,38,4283,2023-12-07 13:15:00.000,2024-01-23 00:00:00.000,-47 days +13:15:00,-50 days +13:52:00,2 days 23:23:00
276,WO112106-10,39,9013,2023-12-21 10:25:00.000,2024-01-23 00:00:00.000,-33 days +10:25:00,-39 days +04:12:00,6 days 06:13:00
275,WO112107-10,67,79,2023-12-07 08:43:00.000,2024-01-23 00:00:00.000,-47 days +08:43:00,-47 days +07:24:00,0 days 01:19:00
275,WO112108-10,67,736,2023-11-28 10:47:58.200,2024-01-23 00:00:00.000,-56 days +10:47:58.200000,-57 days +22:31:58.200000,0 days 12:16:00
275,WO112109-10,2|1,3286,2023-12-04 15:05:00.000,2024-01-23 00:00:00.000,-50 days +15:05:00,-52 days +08:19:00,2 days 06:46:00
275,WO112112-10,38,3872,2023-12-06 15:10:00.000,2024-01-23 00:00:00.000,-48 days +15:10:00,-51 days +22:38:00,2 days 16:32:00
275,WO112136-10,38,0,2023-12-06 14:47:00.000,2024-01-23 00:00:00.000,-48 days +14:47:00,-48 days +14:47:00,0 days 00:00:00
275,WO112137-10,38,4133,2023-12-07 09:15:00.000,2024-01-23 00:00:00.000,-47 days +09:15:00,-50 days +12:22:00,2 days 20:53:00
276,WO112138-10,38,4253,2023-12-07 11:15:00.000,2024-01-23 00:00:00.000,-47 days +11:15:00,-50 days +12:22:00,2 days 22:53:00
276,WO112139-10,38,4208,2023-12-07 10:30:00.000,2024-01-23 00:00:00.000,-47 days +10:30:00,-50 days +12:22:00,2 days 22:08:00
275,WO112142-10,2|1,4675,2023-12-06 14:17:00.000,2024-01-23 00:00:00.000,-48 days +14:17:00,-51 days +08:22:00,3 days 05:55:00
275,WO112152-10,38,0,2024-02-20 11:06:00.000,2024-01-23 00:00:00.000,28 days 11:06:00,28 days 11:06:00,0 days 00:00:00
275,WO112153-10,38,78,2024-02-22 08:45:00.000,2024-01-23 00:00:00.000,30 days 08:45:00,30 days 07:27:00,0 days 01:18:00
276,WO112154-10,38,0,2024-02-27 11:06:00.000,2024-01-23 00:00:00.000,35 days 11:06:00,35 days 11:06:00,0 days 00:00:00
276,WO112155-10,38,78,2024-02-29 08:45:00.000,2024-01-23 00:00:00.000,37 days 08:45:00,37 days 07:27:00,0 days 01:18:00
276,WO112156-10,58,31460,2024-02-28 08:58:00.000,2024-01-23 00:00:00.000,36 days 08:58:00,14 days 12:38:00,21 days 20:20:00
276,WO112156-20,53,0,2024-02-28 13:58:00.000,2024-01-23 00:00:00.000,36 days 13:58:00,36 days 13:58:00,0 days 00:00:00
276,WO112157-10,58,30618,2024-02-23 11:05:00.000,2024-01-23 00:00:00.000,31 days 11:05:00,10 days 04:47:00,21 days 06:18:00
276,WO112157-20,53,41,2024-02-27 10:36:00.000,2024-01-23 00:00:00.000,35 days 10:36:00,35 days 09:55:00,0 days 00:41:00
275,WO112159-10,58,27672,2024-02-16 09:20:00.000,2024-01-23 00:00:00.000,24 days 09:20:00,5 days 04:08:00,19 days 05:12:00
275,WO112159-20,53,146,2024-02-20 10:36:00.000,2024-01-23 00:00:00.000,28 days 10:36:00,28 days 08:10:00,0 days 02:26:00
275,WO112161-10,38,3832,2023-12-06 13:10:00.000,2024-01-23 00:00:00.000,-48 days +13:10:00,-51 days +21:18:00,2 days 15:52:00
275,WO112163-10,58,29040,2024-02-21 08:58:00.000,2024-01-23 00:00:00.000,29 days 08:58:00,9 days 04:58:00,20 days 04:00:00
275,WO112163-20,53,0,2024-02-21 13:58:00.000,2024-01-23 00:00:00.000,29 days 13:58:00,29 days 13:58:00,0 days 00:00:00
275,WO112168-10,38,3992,2023-12-07 07:25:00.000,2024-01-23 00:00:00.000,-47 days +07:25:00,-50 days +12:53:00,2 days 18:32:00
275,WO112169-10,67,783,2023-11-28 13:55:58.200,2024-01-23 00:00:00.000,-56 days +13:55:58.200000,-56 days +00:52:58.200000,0 days 13:03:00
276,WO112170-10,38,4193,2023-12-07 10:45:00.000,2024-01-23 00:00:00.000,-47 days +10:45:00,-50 days +12:52:00,2 days 21:53:00
276,WO112171-10,67,1052,2023-11-29 09:38:00.000,2024-01-23 00:00:00.000,-55 days +09:38:00,-56 days +16:06:00,0 days 17:32:00
275,WO112180-10,38,0,2024-01-08 13:41:00.000,2024-01-23 00:00:00.000,-15 days +13:41:00,-15 days +13:41:00,0 days 00:00:00
275,WO112181-10,38,0,2024-01-08 11:41:00.000,2024-01-23 00:00:00.000,-15 days +11:41:00,-15 days +11:41:00,0 days 00:00:00
276,WO112182-10,38,0,2024-01-09 11:30:00.000,2024-01-23 00:00:00.000,-14 days +11:30:00,-14 days +11:30:00,0 days 00:00:00
276,WO112183-10,38,0,2024-01-09 13:30:00.000,2024-01-23 00:00:00.000,-14 days +13:30:00,-14 days +13:30:00,0 days 00:00:00
276,WO112184-10,75,676,2023-11-28 07:30:00.000,2024-01-23 00:00:00.000,-56 days +07:30:00,-57 days +20:14:00,0 days 11:16:00
276,WO112184-20,9,14460,2024-01-09 08:30:00.000,2024-01-23 00:00:00.000,-14 days +08:30:00,-24 days +07:30:00,10 days 01:00:00
276,WO112184-30,42,0,2024-01-09 09:30:00.000,,,,
276,WO112184-40,39,0,2024-01-09 10:30:00.000,2024-01-23 00:00:00.000,-14 days +10:30:00,-14 days +10:30:00,0 days 00:00:00
276,WO112185-10,75,706,2023-12-07 13:26:00.000,2024-01-23 00:00:00.000,-47 days +13:26:00,-47 days +01:40:00,0 days 11:46:00
276,WO112185-20,9,10752,2024-01-09 10:30:00.000,2024-01-23 00:00:00.000,-14 days +10:30:00,-22 days +23:18:00,7 days 11:12:00
276,WO112185-30,42,0,2024-01-09 11:30:00.000,,,,
276,WO112185-40,39,0,2024-01-09 12:30:00.000,2024-01-23 00:00:00.000,-14 days +12:30:00,-14 days +12:30:00,0 days 00:00:00
275,WO112186-10,75,646,2023-11-28 07:00:00.000,2024-01-23 00:00:00.000,-56 days +07:00:00,-57 days +20:14:00,0 days 10:46:00
275,WO112186-20,9,14095,2024-01-08 10:41:00.000,2024-01-23 00:00:00.000,-15 days +10:41:00,-25 days +15:46:00,9 days 18:55:00
275,WO112186-30,42,0,2024-01-08 11:41:00.000,,,,
275,WO112186-40,39,0,2024-01-08 12:41:00.000,2024-01-23 00:00:00.000,-15 days +12:41:00,-15 days +12:41:00,0 days 00:00:00
275,WO112188-10,75,0,2023-11-28 11:37:00.000,2024-01-23 00:00:00.000,-56 days +11:37:00,-56 days +11:37:00,0 days 00:00:00
275,WO112188-20,9,13698,2024-01-08 08:41:00.000,2024-01-23 00:00:00.000,-15 days +08:41:00,-25 days +20:23:00,9 days 12:18:00
275,WO112188-30,42,0,2024-01-08 09:41:00.000,,,,
275,WO112188-40,39,0,2024-01-08 10:41:00.000,2024-01-23 00:00:00.000,-15 days +10:41:00,-15 days +10:41:00,0 days 00:00:00
78,WO112266-10,16|17,470,2023-11-28 11:38:00.000,2023-09-08 00:00:00.000,81 days 11:38:00,81 days 03:48:00,0 days 07:50:00
78,WO112266-20,104,218,2023-11-30 07:21:00.000,2023-09-08 00:00:00.000,83 days 07:21:00,83 days 03:43:00,0 days 03:38:00
276,WO112272-10,95,2997,2024-02-22 14:26:00.000,2024-01-23 00:00:00.000,30 days 14:26:00,28 days 12:29:00,2 days 01:57:00
275,WO112273-10,95,4335,2024-02-16 08:21:00.000,2024-01-23 00:00:00.000,24 days 08:21:00,21 days 08:06:00,3 days 00:15:00
275,WO112274-10,38,3802,2023-12-06 12:30:00.000,2024-01-23 00:00:00.000,-48 days +12:30:00,-51 days +21:08:00,2 days 15:22:00
276,WO112282-10,38,2613,2023-12-07 10:00:00.000,2024-01-23 00:00:00.000,-47 days +10:00:00,-49 days +14:27:00,1 days 19:33:00
276,WO112283-10,38,1269,2023-12-07 09:45:00.000,2024-01-23 00:00:00.000,-47 days +09:45:00,-48 days +12:36:00,0 days 21:09:00
275,WO112284-10,38,2720,2023-12-06 12:00:00.000,2024-01-23 00:00:00.000,-48 days +12:00:00,-50 days +14:40:00,1 days 21:20:00
275,WO112285-10,38,1670,2023-12-06 12:02:42.000,2024-01-23 00:00:00.000,-48 days +12:02:42,-49 days +08:12:42,1 days 03:50:00
276,WO112286-10,2|1,1659,2023-11-29 15:03:00.000,2024-01-23 00:00:00.000,-55 days +15:03:00,-56 days +11:24:00,1 days 03:39:00
276,WO112287-10,2|1,3494,2023-12-04 14:24:00.000,2024-01-23 00:00:00.000,-50 days +14:24:00,-52 days +04:10:00,2 days 10:14:00
275,WO112288-10,2|1,1143,2023-11-28 17:13:48.600,2024-01-23 00:00:00.000,-56 days +17:13:48.600000,-57 days +22:10:48.600000,0 days 19:03:00
275,WO112289-10,2|1,2303,2023-11-30 16:05:00.000,2024-01-23 00:00:00.000,-54 days +16:05:00,-55 days +01:42:00,1 days 14:23:00
276,WO112294-10,73|93,434,2024-01-26 17:18:00.000,2024-01-23 00:00:00.000,3 days 17:18:00,3 days 10:04:00,0 days 07:14:00
276,WO112294-20,25,103,2024-02-01 10:55:00.000,2024-01-23 00:00:00.000,9 days 10:55:00,9 days 09:12:00,0 days 01:43:00
275,WO112295-10,73|93,540,2024-01-18 00:51:00.000,2024-01-23 00:00:00.000,-5 days +00:51:00,-6 days +15:51:00,0 days 09:00:00
275,WO112295-20,25,250,2024-01-23 10:55:00.000,2024-01-23 00:00:00.000,0 days 10:55:00,0 days 06:45:00,0 days 04:10:00
275,WO112300-10,84,7796,2023-12-05 12:50:00.000,2024-01-23 00:00:00.000,-49 days +12:50:00,-54 days +02:54:00,5 days 09:56:00
275,WO112302-30,92,1292,2023-11-30 08:26:00.000,2024-01-23 00:00:00.000,-54 days +08:26:00,-55 days +10:54:00,0 days 21:32:00
276,WO112308-30,92,1292,2023-12-01 07:32:00.000,,,,
275,WO112312-50,48,0,2023-11-27 07:00:00.000,2024-01-23 00:00:00.000,-57 days +07:00:00,-57 days +07:00:00,0 days 00:00:00
275,WO112313-30,16|17,2296,2023-11-30 12:58:00.000,,,,
275,WO112313-40,88,2874,2023-12-13 08:00:00.000,,,,
276,WO112314-50,48,30,2023-11-27 07:30:00.000,2024-01-23 00:00:00.000,-57 days +07:30:00,-57 days +07:00:00,0 days 00:30:00
276,WO112315-10,64,1220,2023-11-28 07:24:59.400,2024-01-23 00:00:00.000,-56 days +07:24:59.400000,-57 days +11:04:59.400000,0 days 20:20:00
276,WO112315-20,4,1266,2023-12-04 08:39:54.600,,,,
276,WO112315-30,16|17,517,2023-12-12 12:53:00.000,2024-01-23 00:00:00.000,-42 days +12:53:00,-42 days +04:16:00,0 days 08:37:00
276,WO112315-40,88,7929,2024-01-09 09:46:00.000,2024-01-23 00:00:00.000,-14 days +09:46:00,-20 days +21:37:00,5 days 12:09:00
275,WO112327-10,54,800,2023-11-28 09:28:00.000,2024-01-23 00:00:00.000,-56 days +09:28:00,-57 days +20:08:00,0 days 13:20:00
275,WO112334-10,67,828,2023-11-28 12:02:00.000,2024-01-23 00:00:00.000,-56 days +12:02:00,-57 days +22:14:00,0 days 13:48:00
276,WO112335-10,67,870,2023-11-28 12:44:00.000,2024-01-23 00:00:00.000,-56 days +12:44:00,-57 days +22:14:00,0 days 14:30:00
18,WO112336-10,38,190,2023-11-27 10:09:49.800,,,,
14,WO112366-10,67,0,2023-11-28 08:29:00.000,2023-11-27 00:00:00.000,1 days 08:29:00,1 days 08:29:00,0 days 00:00:00
26,WO112467-10,38,821,2023-11-28 11:55:00.000,2023-11-27 00:00:00.000,1 days 11:55:00,0 days 22:14:00,0 days 13:41:00
97,WO112495-20,67,89,2023-11-27 08:29:51.600,,,,
103,WO112499-10,38,1849,2023-12-01 08:38:00.000,2023-10-27 00:00:00.000,35 days 08:38:00,34 days 01:49:00,1 days 06:49:00
103,WO112511-10,67,101,2023-11-27 12:23:00.000,,,,
237,WO112556-10,67,326,2024-04-01 06:36:00.000,2023-12-20 00:00:00.000,103 days 06:36:00,103 days 01:10:00,0 days 05:26:00
237,WO112608-10,38,3441,2023-12-05 15:15:00.000,2023-12-20 00:00:00.000,-15 days +15:15:00,-17 days +05:54:00,2 days 09:21:00
237,WO112631-10,67,674,2023-11-28 11:32:00.000,2023-12-20 00:00:00.000,-22 days +11:32:00,-22 days +00:18:00,0 days 11:14:00
237,WO112632-10,67,675,2023-11-28 09:29:00.000,2023-12-20 00:00:00.000,-22 days +09:29:00,-23 days +22:14:00,0 days 11:15:00
237,WO112676-10,38,0,2023-12-07 07:30:00.000,2023-12-20 00:00:00.000,-13 days +07:30:00,-13 days +07:30:00,0 days 00:00:00
237,WO112677-10,38,3430,2023-12-05 15:04:37.800,2023-12-20 00:00:00.000,-15 days +15:04:37.800000,-17 days +05:54:37.800000,2 days 09:10:00
237,WO112678-10,38,0,2024-02-09 09:59:00.000,2023-12-20 00:00:00.000,51 days 09:59:00,51 days 09:59:00,0 days 00:00:00
237,WO112679-10,38,0,2023-12-20 07:45:00.000,2023-12-20 00:00:00.000,0 days 07:45:00,0 days 07:45:00,0 days 00:00:00
237,WO112680-10,38,0,2023-12-20 08:15:00.000,2023-12-20 00:00:00.000,0 days 08:15:00,0 days 08:15:00,0 days 00:00:00
237,WO112683-10,67,79,2024-02-05 11:16:00.000,2023-12-20 00:00:00.000,47 days 11:16:00,47 days 09:57:00,0 days 01:19:00
237,WO112683-20,44,240,2024-02-07 11:33:00.000,2023-12-20 00:00:00.000,49 days 11:33:00,49 days 07:33:00,0 days 04:00:00
237,WO112683-30,16|17,343,2024-02-09 08:59:00.000,2023-12-20 00:00:00.000,51 days 08:59:00,51 days 03:16:00,0 days 05:43:00
